Tickers;Long Company Name;Last Sale Price;Common Dividends Paid;Repurchase of Common Stock;Net Income to Company;Total Assets;Total Debt;Cash And Equivalents;LTM EBITDA;Market Capitalization;Total Enterprise Value;Shares Outstanding;Total Equity;Paid Dividend;Repurchase of Stock ;Dividend Yield (%);Payout Dividendos;Payout Recompra;MB;CASH;ROA;Net Debt;DEBT;Year
BOVESPA:SLED4;Saraiva Livreiros S.A. - em Recuperação Judicial (BOVESPA:SLED4);6,21;0,00;0,00;46,20;247,00;286,80;8,00;28,50;16,20;311,40;1,80;-499,00;0,00;0,00;0,00;0,00;0,00;-0,03;0,03;0,19;279,00;1,16;2021,00
BOVESPA:OFSA3;Ouro Fino Saúde Animal Participações S.A. (BOVESPA:OFSA3);25,50;-35,60;-5,10;113,96;1193,00;382,40;161,30;164,00;1374,70;1515,40;53,90;641,00;1,00;1,00;0,03;0,31;0,04;2,14;0,14;0,10;221,00;0,32;2021,00
BOVESPA:AALR3;Centro de Imagem Diagnósticos S.A. (BOVESPA:AALR3);14,97;0,00;-14,30;1,99;2542,00;1071,40;127,30;152,60;1755,70;2697,50;117,30;1209,00;0,00;1,00;0,00;0,00;7,17;1,45;0,05;0,00;944,00;0,42;2021,00
BOVESPA:FLRY3;Fleury S.A. (BOVESPA:FLRY3);17,99;-296,10;-24,80;351,49;6074,00;2948,70;33,70;904,70;5702,30;7704,50;317,00;1854,00;1,00;1,00;0,05;0,84;0,07;3,07;0,01;0,06;2915,00;0,49;2021,00
BOVESPA:HAPV3;Hapvida Participações e Investimentos S.A. (BOVESPA:HAPV3);10,38;-284,60;-299,80;500,34;21034,00;6747,80;347,30;1326,20;40394,50;41004,10;3891,60;10573,00;1,00;1,00;0,01;0,57;0,60;3,82;0,02;0,02;6401,00;0,32;2021,00
BOVESPA:PARD3;Instituto Hermes Pardini S.A. (BOVESPA:PARD3);19,30;-36,30;-19,80;213,99;2310,00;656,70;262,00;412,30;2448,00;2813,80;126,80;873,00;1,00;1,00;0,01;0,17;0,09;2,80;0,11;0,09;395,00;0,28;2021,00
BOVESPA:MATD3;Hospital Mater Dei S.A. (BOVESPA:MATD3);13,50;-27,30;0,00;146,85;4091,00;1690,60;1000,20;277,20;4793,30;4098,10;355,10;1683,00;1,00;0,00;0,01;0,19;0,00;2,85;0,24;0,04;690,00;0,41;2021,00
BOVESPA:ODPV3;Odontoprev S.A. (BOVESPA:ODPV3);11,45;-196,50;-170,00;381,34;1934,00;42,80;16,40;572,00;6558,60;6576,30;572,60;1121,00;1,00;1,00;0,03;0,52;0,45;5,85;0,01;0,20;26,00;0,02;2021,00
BOVESPA:QUAL3;Qualicorp Consultoria e Corretora de Seguros S.A. (BOVESPA:QUAL3);16,90;-570,40;-129,90;377,31;4404,00;2226,20;449,50;743,80;4691,80;5765,50;277,60;1275,00;1,00;1,00;0,12;1,51;0,34;3,68;0,10;0,09;1777,00;0,51;2021,00
BOVESPA:RDOR3;Rede D'Or São Luiz S.A. (BOVESPA:RDOR3);44,83;-3071,60;0,00;1677,74;52481,00;32388,20;124,60;4545,40;88380,20;107213,90;1971,50;14678,00;1,00;0,00;0,03;1,83;0,00;6,02;0,00;0,03;32264,00;0,62;2021,00
BOVESPA:BALM4;Baumer S.A. (BOVESPA:BALM4);12,98;-4,80;0,00;10,13;228,00;21,60;13,00;16,80;139,80;128,00;9,80;132,00;1,00;0,00;0,03;0,48;0,00;1,06;0,06;0,04;9,00;0,10;2021,00
BOVESPA:BLAU3;Blau Farmacêutica S.A. (BOVESPA:BLAU3);36,40;-104,10;0,00;323,86;2328,00;374,50;51,90;475,40;6529,90;6028,30;179,40;1635,00;1,00;0,00;0,02;0,32;0,00;3,99;0,02;0,14;323,00;0,16;2021,00
BOVESPA:DMVF3;d1000 Varejo Farma Participações S.A. (BOVESPA:DMVF3);4,21;0,00;0,00;1,98;1471,00;318,30;96,40;23,80;213,00;436,00;50,60;838,00;0,00;0,00;0,00;0,00;0,00;0,25;0,07;0,00;222,00;0,22;2021,00
BOVESPA:PNVL3;Dimed S.A. Distribuidora de Medicamentos (BOVESPA:PNVL3);13,32;-20,40;-20,40;79,43;2381,00;690,90;54,40;136,70;1994,70;2483,60;149,80;1046,00;1,00;1,00;0,01;0,26;0,26;1,91;0,02;0,03;636,00;0,29;2021,00
BOVESPA:HYPE3;Hypera S.A. (BOVESPA:HYPE3);28,27;-745,90;-128,70;1330,31;19818,00;7495,20;2287,10;2004,40;17872,80;22264,00;632,20;9833,00;1,00;1,00;0,04;0,56;0,10;1,82;0,12;0,07;5208,00;0,38;2021,00
BOVESPA:PGMN3;Empreendimentos Pague Menos S.A. (BOVESPA:PGMN3);9,35;0,00;-22,70;164,46;6573,00;2919,70;654,10;454,50;4149,30;6213,60;443,80;2090,00;0,00;1,00;0,00;0,00;0,14;1,99;0,10;0,03;2266,00;0,44;2021,00
BOVESPA:PFRM3;Profarma Distribuidora de Produtos Farmacêuticos S.A. (BOVESPA:PFRM3);5,90;-29,10;0,00;79,11;4033,00;946,90;188,50;162,70;723,40;1928,70;122,60;1476,00;1,00;0,00;0,04;0,37;0,00;0,49;0,05;0,02;758,00;0,24;2021,00
BOVESPA:RADL3;Raia Drogasil S.A. (BOVESPA:RADL3);24,30;-265,00;-73,20;764,13;14776,00;5178,10;356,10;1890,40;40026,00;45053,80;1647,20;4719,00;1,00;1,00;0,01;0,35;0,10;8,48;0,02;0,05;4822,00;0,35;2021,00
BOVESPA:VVEO3;CM Hospitalar S/A (BOVESPA:VVEO3);18,87;0,00;0,00;395,16;6897,00;2264,50;1364,80;299,70;5399,10;5411,80;286,10;2151,00;0,00;0,00;0,00;0,00;0,00;2,51;0,20;0,06;900,00;0,33;2021,00
BOVESPA:INTB3;Intelbras S.A. - Indústria de Telecomunicação Eletrônica Brasileira (BOVESPA:INTB3);27,97;-131,20;0,00;363,51;3556,00;454,00;940,90;395,70;9163,30;8640,60;327,60;1919,00;1,00;0,00;0,01;0,36;0,00;4,77;0,26;0,10;-487,00;0,13;2021,00
BOVESPA:MLAS3;Multilaser Industrial S.A. (BOVESPA:MLAS3);8,35;-125,30;0,00;774,72;6679,00;1014,00;1359,70;815,80;6785,60;6234,20;812,60;4009,00;1,00;0,00;0,02;0,16;0,00;1,69;0,20;0,12;-346,00;0,15;2021,00
BOVESPA:POSI3;Positivo Tecnologia S.A. (BOVESPA:POSI3);10,90;-52,60;-14,60;202,90;3754,00;936,20;359,00;304,20;1523,50;1913,70;139,80;1182,00;1,00;1,00;0,03;0,26;0,07;1,29;0,10;0,05;577,00;0,25;2021,00
BOVESPA:BMOB3;Bemobi Mobile Tech S.A. (BOVESPA:BMOB3);15,23;-186,70;-46,10;75,35;1445,00;15,20;319,20;107,90;1353,30;726,40;88,90;1030,00;1,00;1,00;0,14;2,48;0,61;1,31;0,22;0,05;-304,00;0,01;2021,00
BOVESPA:NGRD3;Neogrid Participações S.A. (BOVESPA:NGRD3);2,63;-2,90;0,00;14,58;770,00;90,20;96,50;32,60;622,60;394,50;236,70;468,00;1,00;0,00;0,00;0,20;0,00;1,33;0,13;0,02;-6,00;0,12;2021,00
BOVESPA:PDTC3;Padtec Holding S.A. (BOVESPA:PDTC3);7,00;0,00;0,00;25,55;430,00;107,80;87,50;25,80;549,10;557,40;78,40;128,00;0,00;0,00;0,00;0,00;0,00;4,28;0,20;0,06;20,00;0,25;2021,00
BOVESPA:SQIA3;Sinqia S.A. (BOVESPA:SQIA3);16,53;-1,40;-99,60;22,53;1255,00;253,10;24,20;32,70;1436,10;1060,60;86,90;785,00;1,00;1,00;0,00;0,06;4,42;1,83;0,02;0,02;229,00;0,20;2021,00
BOVESPA:TRAD3;TC Traders Club S.A. (BOVESPA:TRAD3);5,98;0,00;-13,20;1,20;647,00;8,00;318,40;-24,30;1684,20;1166,90;281,60;613,00;0,00;1,00;0,00;0,00;10,98;2,75;0,49;0,00;-310,00;0,01;2021,00
BOVESPA:TOTS3;TOTVS S.A. (BOVESPA:TOTS3);28,64;-143,60;0,00;374,04;9945,00;1844,70;2871,10;665,90;17415,40;16944,70;608,10;4486,00;1,00;0,00;0,01;0,38;0,00;3,88;0,29;0,04;-1026,00;0,19;2021,00
BOVESPA:LVTC3;Livetech da Bahia Indústria e Comércio S.A (BOVESPA:LVTC3);17,12;-15,00;0,00;72,45;1492,00;599,60;38,50;258,30;1101,30;1336,30;64,30;629,00;1,00;0,00;0,01;0,21;0,00;1,75;0,03;0,05;561,00;0,40;2021,00
BOVESPA:BRIT3;Brisanet Participações S.A. (BOVESPA:BRIT3);4,97;-2,20;0,00;2,24;2892,00;1122,20;1000,80;176,40;2232,00;2057,00;449,10;1342,00;1,00;0,00;0,00;0,98;0,00;1,66;0,35;0,00;121,00;0,39;2021,00
BOVESPA:DESK3;Desktop S.A. (BOVESPA:DESK3);18,34;0,00;0,00;30,67;2165,00;762,80;141,50;119,30;1595,40;1441,20;87,00;891,00;0,00;0,00;0,00;0,00;0,00;1,79;0,07;0,01;621,00;0,35;2021,00
BOVESPA:VIVT3;Telefônica Brasil S.A. (BOVESPA:VIVT3);48,19;-4901,30;-496,00;6229,36;115664,00;17007,50;6448,50;14051,30;80926,20;85020,00;1679,30;70006,00;1,00;1,00;0,06;0,79;0,08;1,16;0,06;0,05;10559,00;0,15;2021,00
BOVESPA:TIMS3;TIM S.A. (BOVESPA:TIMS3);13,15;-1043,00;-11,10;2957,17;49819,00;12909,00;5228,60;6533,40;31827,70;36382,20;2420,40;25107,00;1,00;1,00;0,03;0,35;0,00;1,27;0,10;0,06;7680,00;0,26;2021,00
BOVESPA:FIQE3;Unifique Telecomunicações S.A. (BOVESPA:FIQE3);6,60;-70,60;-17,20;80,54;1618,00;308,20;528,90;213,50;2389,50;1892,40;362,00;959,00;1,00;1,00;0,03;0,88;0,21;2,49;0,33;0,05;-221,00;0,19;2021,00
BOVESPA:AESB3;AES Brasil Energia S.A. (BOVESPA:AESB3);11,07;-130,80;0,00;424,56;11846,00;6321,50;657,00;505,80;5447,60;11575,10;492,10;4034,00;1,00;0,00;0,02;0,31;0,00;1,35;0,06;0,04;5664,00;0,53;2021,00
BOVESPA:AFLT3;Afluente Transmissão de Energia Elétrica S.A. (BOVESPA:AFLT3);8,87;-39,70;0,00;99,81;276,00;0,50;17,60;103,30;577,30;558,10;65,10;248,00;1,00;0,00;0,07;0,40;0,00;2,33;0,06;0,36;-17,00;0,00;2021,00
BOVESPA:ALUP3;Alupar Investimento S.A. (BOVESPA:ALUP3);8,09;-879,20;0,00;2122,82;25720,00;10096,20;377,10;3906,70;7062,20;19231,80;879,10;10002,00;1,00;0,00;0,12;0,41;0,00;0,71;0,01;0,08;9719,00;0,39;2021,00
BOVESPA:CBEE3;Ampla Energia e Serviços S.A. (BOVESPA:CBEE3);23,00;0,00;0,00;83,40;16228,00;6017,60;241,00;1061,70;3832,60;8830,40;166,60;3713,00;1,00;0,00;0,00;0,00;0,00;1,03;0,01;0,01;5777,00;0,37;2021,00
BOVESPA:CEBR3;Companhia Energética de Brasília - CEB (BOVESPA:CEBR3);15,94;-1446,70;0,00;1294,41;1514,00;2,20;714,80;135,80;1132,60;-134,70;72,00;1058,00;1,00;0,00;1,28;1,12;0,00;1,07;0,47;0,86;-713,00;0,00;2021,00
BOVESPA:EEEL3;Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT (BOVESPA:EEEL3);375,00;-137,60;0,00;73,87;4587,00;684,80;747,20;346,70;3618,10;3836,50;9,70;2029,00;1,00;0,00;0,04;1,86;0,00;1,78;0,16;0,02;-62,00;0,15;2021,00
BOVESPA:CLSC4;Centrais Elétricas de Santa Catarina S.A. (BOVESPA:CLSC4);67,99;-123,00;0,00;563,17;11958,00;2036,80;844,10;940,10;2507,70;3589,00;38,60;2621,00;1,00;0,00;0,05;0,22;0,00;0,96;0,07;0,05;1193,00;0,17;2021,00
BOVESPA:GPAR3;Companhia CELG de Participações S/A (BOVESPA:GPAR3);43,00;0,00;0,00;169,82;2225,00;97,20;258,00;170,30;3350,90;3210,40;77,90;1587,00;1,00;0,00;0,00;0,00;0,00;2,11;0,12;0,08;-161,00;0,04;2021,00
BOVESPA:CEPE5;Companhia Energética de Pernambuco - CELPE (BOVESPA:CEPE5);25,65;-206,00;0,00;376,00;12986,00;6722,00;673,00;1335,00;1913,80;7310,80;74,60;1832,00;1,00;0,00;0,11;0,55;0,00;1,04;0,05;0,03;6049,00;0,52;2021,00
BOVESPA:CMIG4;Companhia Energética de Minas Gerais (BOVESPA:CMIG4);10,08;-1416,30;0,00;3752,87;52046,00;11608,00;825,20;6691,20;25253,70;33545,90;2200,50;19462,00;1,00;0,00;0,06;0,38;0,00;1,30;0,02;0,07;10783,00;0,22;2021,00
BOVESPA:CEEB3;Companhia de Eletricidade do Estado da Bahia - COELBA (BOVESPA:CEEB3);33,50;-890,30;0,00;1669,00;24397,00;11561,00;650,00;3547,00;8780,20;18344,20;262,10;6176,00;1,00;0,00;0,10;0,53;0,00;1,42;0,03;0,07;10911,00;0,47;2021,00
BOVESPA:COCE5;Companhia Energética do Ceará - Coelce (BOVESPA:COCE5);58,09;-199,50;0,00;488,59;11238,00;3778,50;204,30;1268,10;4522,60;7558,50;77,90;3487,00;1,00;0,00;0,04;0,41;0,00;1,30;0,02;0,04;3574,00;0,34;2021,00
BOVESPA:CPLE6;Companhia Paranaense de Energia - COPEL (BOVESPA:CPLE6);6,44;-3874,30;0,00;5048,60;49538,00;12038,80;3472,80;6112,50;17378,60;23535,90;2736,60;22175,00;1,00;0,00;0,22;0,77;0,00;0,78;0,07;0,10;8566,00;0,24;2021,00
BOVESPA:CSRN3;Companhia Energética do Rio Grande do Norte - COSERN (BOVESPA:CSRN3);15,89;-364,00;0,00;533,00;5192,00;2159,00;167,00;862,00;2680,20;4280,20;168,10;1513,00;1,00;0,00;0,14;0,68;0,00;1,77;0,03;0,10;1992,00;0,42;2021,00
BOVESPA:CPFE3;CPFL Energia S.A. (BOVESPA:CPFE3);26,83;-2568,50;0,00;4853,75;66120,00;25020,20;2200,00;8794,60;30915,00;48390,80;1152,30;16806,00;1,00;0,00;0,08;0,53;0,00;1,84;0,03;0,07;22820,00;0,38;2021,00
BOVESPA:EKTR4;Elektro Redes S.A. (BOVESPA:EKTR4);28,75;-628,00;0,00;822,00;10677,00;5040,00;624,00;1711,00;6060,30;9707,30;193,80;3234,00;1,00;0,00;0,10;0,76;0,00;1,87;0,06;0,08;4416,00;0,47;2021,00
BOVESPA:ELET6;Centrais Elétricas Brasileiras S.A. - Eletrobrás (BOVESPA:ELET6);33,01;-3747,60;0,00;5713,63;188303,00;46135,50;192,70;26135,40;52310,60;85214,80;1568,90;76417,00;1,00;0,00;0,07;0,66;0,00;0,68;0,00;0,03;45943,00;0,25;2021,00
BOVESPA:LIPR3;Eletrobras Participações S.A. - Eletropar (BOVESPA:LIPR3);73,82;-12,90;0,00;22,05;251,00;0,00;3,80;-5,50;868,50;787,40;11,80;213,00;1,00;0,00;0,01;0,59;0,00;4,08;0,02;0,09;-4,00;0,00;2021,00
BOVESPA:EMAE4;Empresa Metropolitana de Águas e Energia S.A. (BOVESPA:EMAE4);75,99;-282,90;0,00;149,92;1633,00;0,00;311,10;78,40;2807,60;2512,70;36,90;738,00;1,00;0,00;0,10;1,89;0,00;3,81;0,19;0,09;-311,00;0,00;2021,00
BOVESPA:ENBR3;EDP - Energias do Brasil S.A. (BOVESPA:ENBR3);20,94;-755,30;-426,40;2367,55;33379,00;10707,90;2699,50;3994,50;12169,60;21608,20;581,20;12294,00;1,00;1,00;0,06;0,32;0,18;0,99;0,08;0,07;8008,00;0,32;2021,00
BOVESPA:ENGI3;Energisa S.A. (BOVESPA:ENGI3);13,67;-893,60;-48,10;3068,83;54768,00;23200,60;773,50;5868,30;18412,70;36142,90;1809,90;9531,00;1,00;1,00;0,05;0,29;0,02;1,93;0,01;0,06;22427,00;0,42;2021,00
BOVESPA:ENMT4;Energisa Mato Grosso - Distribuidora de Energia S/A (BOVESPA:ENMT4);80,56;-1119,10;0,00;1133,40;11290,00;4500,70;77,30;2043,60;17671,20;21583,30;218,90;2877,00;1,00;0,00;0,06;0,99;0,00;6,14;0,01;0,10;4423,00;0,40;2021,00
BOVESPA:ENEV3;Eneva S.A. (BOVESPA:ENEV3);14,15;0,00;-154,30;1173,29;18245,00;7910,00;992,30;1958,20;17906,50;23781,10;1265,50;8997,00;0,00;1,00;0,00;0,00;0,13;1,99;0,05;0,06;6918,00;0,43;2021,00
BOVESPA:EGIE3;Engie Brasil Energia S.A. (BOVESPA:EGIE3);38,41;-2792,60;0,00;1564,97;38116,00;20881,30;5156,40;6577,40;31339,80;46791,30;815,90;7933,00;1,00;0,00;0,09;1,78;0,00;3,95;0,14;0,04;15725,00;0,55;2021,00
BOVESPA:EQPA3;Equatorial Pará Distribuidora de Energia S.A. (BOVESPA:EQPA3);5,13;-905,50;0,00;1025,55;12131,00;4138,20;174,00;2173,70;11344,30;13461,40;2209,10;3360,00;1,00;0,00;0,08;0,88;0,00;3,38;0,01;0,09;3964,00;0,34;2021,00
BOVESPA:EQTL3;Equatorial Energia S.A. (BOVESPA:EQTL3);22,61;-1220,10;-611,00;4302,51;61714,00;25512,40;2996,60;5929,60;22195,50;36505,90;981,70;14604,00;1,00;1,00;0,05;0,28;0,14;1,52;0,05;0,07;22516,00;0,41;2021,00
BOVESPA:LIGT3;Light S.A. (BOVESPA:LIGT3);11,75;-164,30;0,00;397,95;28278,00;11211,60;396,80;2069,10;4377,50;11657,80;372,60;8733,00;1,00;0,00;0,04;0,41;0,00;0,50;0,01;0,01;10815,00;0,40;2021,00
BOVESPA:NEOE3;Neoenergia S.A. (BOVESPA:NEOE3);16,20;-596,00;0,00;4066,00;85800,00;39100,00;5545,00;10317,00;19663,50;50094,50;1213,80;24238,00;1,00;0,00;0,03;0,15;0,00;0,81;0,06;0,05;33555,00;0,46;2021,00
BOVESPA:MEGA3;Omega Energia S.A. (BOVESPA:MEGA3);12,65;0,00;0,00;598,23;11960,00;6160,40;1194,20;137,70;15892,10;21356,70;1256,30;4306,00;0,00;0,00;0,00;0,00;0,00;3,69;0,10;0,05;4966,00;0,52;2021,00
BOVESPA:REDE3;Rede Energia Participações S.A. (BOVESPA:REDE3);6,54;-2583,30;0,00;2039,72;24642,00;10057,30;275,80;3916,20;13801,50;23208,80;2110,30;5289,00;1,00;0,00;0,19;1,27;0,00;2,61;0,01;0,08;9781,00;0,41;2021,00
BOVESPA:RNEW4;Renova Energia S.A. (BOVESPA:RNEW4);2,29;0,00;0,00;30,69;2281,00;1210,90;354,10;-163,50;259,10;1857,80;113,10;-655,00;0,00;0,00;0,00;0,00;0,00;-0,40;0,16;0,01;857,00;0,53;2021,00
BOVESPA:TAEE11;Transmissora Aliança de Energia Elétrica S.A. (BOVESPA:TAEE11);36,37;-469,50;0,00;2213,71;15896,00;6838,60;384,80;2667,80;12529,40;18593,20;344,50;6685,00;1,00;0,00;0,04;0,21;0,00;1,87;0,02;0,14;6454,00;0,43;2021,00
BOVESPA:TRPL4;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A. (BOVESPA:TRPL4);24,31;-2656,50;0,00;3037,81;28977,00;7416,50;282,60;3956,00;17639,90;23227,00;658,90;14793,00;1,00;0,00;0,15;0,87;0,00;1,19;0,01;0,11;7134,00;0,26;2021,00
BOVESPA:AMBP3;Ambipar Participações e Empreendimentos S.A. (BOVESPA:AMBP3);42,18;-8,80;0,00;168,87;4861,00;2743,90;793,20;483,80;4763,60;6505,90;112,90;1305,00;1,00;0,00;0,00;0,05;0,00;3,65;0,16;0,04;1951,00;0,56;2021,00
BOVESPA:CASN3;Companhia Catarinense de Águas e Saneamento - CASAN (BOVESPA:CASN3);15,01;0,00;0,00;134,95;3908,00;1451,90;0,10;356,50;10004,00;11337,20;800,00;1672,00;0,00;0,00;0,00;0,00;0,00;5,98;0,00;0,04;1452,00;0,37;2021,00
BOVESPA:CSMG3;Companhia de Saneamento de Minas Gerais (BOVESPA:CSMG3);12,71;-57,40;0,00;537,59;12722,00;4061,00;1309,70;1169,70;4819,40;7428,00;379,20;6760,00;1,00;0,00;0,01;0,11;0,00;0,71;0,10;0,04;2751,00;0,32;2021,00
BOVESPA:SBSP3;Companhia de Saneamento Básico do Estado de São Paulo - SABESP (BOVESPA:SBSP3);40,18;-254,20;0,00;2305,87;53165,00;17723,80;717,90;6156,10;27463,40;41233,40;683,50;24932,00;1,00;0,00;0,01;0,11;0,00;1,10;0,01;0,04;17006,00;0,33;2021,00
BOVESPA:SAPR4;Companhia de Saneamento do Paraná - SANEPAR (BOVESPA:SAPR4);3,87;-267,60;0,00;1177,63;14641,00;4120,60;983,10;2310,00;5813,10;8801,30;1511,20;7826,00;1,00;0,00;0,05;0,23;0,00;0,74;0,07;0,08;3137,00;0,28;2021,00
BOVESPA:CEGR3;Companhia Distribuidora de Gás do Rio de Janeiro - CEG (BOVESPA:CEGR3);58,00;-305,10;0,00;474,82;3740,00;1200,10;196,90;893,70;14351,00;15115,20;247,40;1021,00;1,00;0,00;0,02;0,64;0,00;14,06;0,05;0,13;1003,00;0,32;2021,00
