Tickers;Long Company Name;Last Sale Price;Common Dividends Paid;Repurchase of Common Stock;Net Income to Company;Total Assets;Total Debt;Cash And Equivalents;LTM EBITDA;Market Capitalization;Total Enterprise Value;Shares Outstanding;Total Equity;Paid Dividend;Repurchase of Stock ;Dividend Yield (%);Payout Dividendos;Payout Recompra;MB;CASH;ROA;Net Debt;DEBT;Year
BOVESPA:BGIP4;Banco do Estado de Sergipe S.A. (BOVESPA:BGIP4);33,24;-47,20;0,00;92,64;2992,00;193,10;124,20;NA;504,50;573,30;15,30;281,00;1,00;0,00;0,09;0,51;0,00;1,79;0,04;0,03;69,00;0,07;2012,00
BOVESPA:BEES3;Banestes S.A - Banco do Estado do Espírito Santo (BOVESPA:BEES3);2,70;-48,00;0,00;76,43;12485,00;3479,20;181,30;NA;797,10;4095,00;303,00;766,00;1,00;0,00;0,06;0,63;0,00;1,04;0,01;0,01;3298,00;0,28;2012,00
BOVESPA:BRSR6;Banco do Estado do Rio Grande do Sul S.A. (BOVESPA:BRSR6);15,51;-40,00;0,00;818,71;46744,00;6073,10;5367,60;NA;5788,90;6494,30;409,00;4636,00;1,00;0,00;0,01;0,05;0,00;1,25;0,11;0,02;705,00;0,13;2012,00
BOVESPA:BBDC4;Banco Bradesco S.A. (BOVESPA:BBDC4);12,53;-3839,40;-14,20;11351,69;799541,00;140946,90;11949,10;NA;131908,10;260905,80;10712,10;71346,00;1,00;1,00;0,03;0,34;0,00;1,85;0,01;0,01;128998,00;0,18;2012,00
BOVESPA:BBAS3;Banco do Brasil S.A. (BOVESPA:BBAS3);25,60;-1278,50;-461,20;12360,90;1149308,00;433320,90;36828,70;NA;73169,20;469661,30;2858,20;61499,00;1,00;1,00;0,02;0,10;0,04;1,19;0,03;0,01;396492,00;0,38;2012,00
BOVESPA:ITSA4;Itaúsa S.A. (BOVESPA:ITSA4);5,73;-1189,00;0,00;4836,00;39050,00;3221,00;1382,00;1057,00;58634,30;146356,30;8197,20;32674,00;1,00;0,00;0,02;0,25;0,00;1,79;0,04;0,12;1839,00;0,08;2012,00
BOVESPA:ITUB4;Itaú Unibanco Holding S.A. (BOVESPA:ITUB4);15,20;-5206,00;-122,00;13191,00;1014425,00;468799,10;28314,00;NA;145804,80;586289,90;9922,70;75122,00;1,00;1,00;0,04;0,39;0,01;1,94;0,03;0,01;440485,00;0,46;2012,00
BOVESPA:BNBR3;Banco do Nordeste do Brasil S.A. (BOVESPA:BNBR3);19,00;-130,10;0,00;820,49;31889,00;8013,60;6456,10;NA;1702,10;3259,70;87,00;2684,00;1,00;0,00;0,08;0,16;0,00;0,63;0,20;0,03;1558,00;0,25;2012,00
BOVESPA:PINE4;Banco Pine S.A. (BOVESPA:PINE4);13,45;-102,10;-12,80;187,45;10406,00;4546,40;144,20;NA;1476,90;5879,10;109,80;1220,00;1,00;1,00;0,07;0,54;0,07;1,21;0,01;0,02;4402,00;0,44;2012,00
BOVESPA:CRIV3;Financeira Alfa S.A. - Crédito, Financiamento e Investimentos (BOVESPA:CRIV3);5,30;-26,40;0,00;94,37;6091,00;429,00;1251,70;471,20;528,10;412,10;105,80;704,00;1,00;0,00;0,05;0,28;0,00;0,75;0,21;0,02;-823,00;0,07;2012,00
BOVESPA:MERC3;Mercantil do Brasil Financeira S.A. (BOVESPA:MERC3);6,50;-4,30;0,00;16,81;688,00;0,00;10,70;NA;73,60;62,90;11,80;150,00;1,00;0,00;0,06;0,25;0,00;0,49;0,02;0,02;-11,00;0,00;2012,00
BOVESPA:CSAN3;Cosan S.A. (BOVESPA:CSAN3);6,75;-193,10;-15,20;776,56;18146,00;7191,30;1254,07;2658,20;10917,10;15052,20;1617,30;6784,35;1,00;1,00;0,02;0,25;0,02;1,61;0,07;0,04;5937,00;0,40;2011,00
BOVESPA:ENAT3;Enauta Participações S.A. (BOVESPA:ENAT3);16,50;-0,10;0,00;92,14;2730,00;103,60;1022,00;90,50;4385,80;3355,10;265,80;2175,76;1,00;0,00;0,00;0,00;0,00;2,02;0,37;0,03;-918,00;0,04;2011,00
BOVESPA:RPMG3;Refinaria de Petróleos de Manguinhos S.A. (BOVESPA:RPMG3);27,00;0,00;0,00;-22,14;602,00;65,50;0,90;33,20;1061,00;1129,20;46,60;-209,19;0,00;0,00;0,00;0,00;0,00;-5,07;0,00;-0,04;65,00;0,11;2011,00
BOVESPA:PETR4;Petróleo Brasileiro S.A. - Petrobras (BOVESPA:PETR4);21,49;-10658,90;0,00;33109,61;600097,00;155554,70;35747,20;65522,80;291564,30;386130,40;13044,50;332223,61;1,00;0,00;0,04;0,32;0,00;0,88;0,06;0,06;119807,00;0,26;2011,00
BOVESPA:PRIO3;Petro Rio S.A. (BOVESPA:PRIO3);11,36;0,00;0,00;-304,04;5390,00;0,00;57,00;-490,90;3326,30;1530,30;292,80;3871,72;0,00;0,00;0,00;0,00;0,00;0,86;0,01;-0,06;-57,00;0,00;2011,00
BOVESPA:UGPA3;Ultrapar Participações S.A. (BOVESPA:UGPA3);16,01;-502,00;0,00;860,00;13698,00;5546,10;1765,50;2012,30;17159,40;20229,30;1072,10;5566,69;1,00;0,00;0,03;0,58;0,00;3,08;0,13;0,06;3781,00;0,41;2011,00
BOVESPA:LUPA3;Lupatech S.A. (BOVESPA:LUPA3);2225,00;0,00;0,00;-241,91;1382,00;1243,20;18,00;38,00;212,30;1439,50;0,10;-46,43;0,00;0,00;0,00;0,00;0,00;-4,57;0,01;-0,18;1225,00;0,90;2011,00
BOVESPA:OSXB3;OSX Brasil S.A. (BOVESPA:OSXB3);1150,00;0,00;0,00;4,69;4448,00;1154,40;1030,30;-111,90;3226,60;2637,10;2,80;2700,31;0,00;0,00;0,00;0,00;0,00;1,19;0,23;0,00;124,00;0,26;2011,00
BOVESPA:BRAP3;Bradespar S.A. (BOVESPA:BRAP3);31,00;-539,10;0,00;2024,27;10662,00;846,90;264,00;-61,30;11485,20;11635,70;394,80;8597,55;1,00;0,00;0,05;0,27;0,00;1,34;0,02;0,19;583,00;0,08;2011,00
BOVESPA:MMXM3;MMX Mineração e Metálicos S.A. (BOVESPA:MMXM3);1000,50;0,00;-238,80;-2,15;6197,00;2918,90;750,00;220,70;4132,70;5786,10;4,10;2907,28;0,00;1,00;0,00;0,00;-110,91;1,42;0,12;0,00;2169,00;0,47;2011,00
BOVESPA:VALE3;Vale S.A. (BOVESPA:VALE3);39,45;-13290,00;-5092,00;37420,00;237089,00;46978,00;6593,00;54783,00;199552,80;238743,00;5139,20;147624,00;1,00;1,00;0,07;0,36;0,14;1,35;0,03;0,16;40385,00;0,20;2011,00
BOVESPA:FESA4;Cia de Ferro Ligas da Bahia - FERBASA (BOVESPA:FESA4);8,21;-30,10;0,00;90,88;1254,00;13,90;235,40;90,60;792,10;418,70;88,30;1097,11;1,00;0,00;0,04;0,33;0,00;0,72;0,19;0,07;-222,00;0,01;2011,00
BOVESPA:GGBR4;Gerdau S.A. (BOVESPA:GGBR4);14,50;-550,70;-85,30;2097,58;49982,00;13688,50;1476,60;4588,20;23433,70;34125,50;1704,90;26519,80;1,00;1,00;0,02;0,26;0,04;0,88;0,03;0,04;12212,00;0,27;2011,00
BOVESPA:GOAU4;Metalurgica Gerdau S.A. (BOVESPA:GOAU4);17,91;-543,10;-85,30;1979,65;50172,00;14989,40;1477,00;4577,80;6925,40;32991,30;406,40;24550,99;1,00;1,00;0,08;0,27;0,04;0,28;0,03;0,04;13512,00;0,30;2011,00
BOVESPA:CSNA3;Companhia Siderúrgica Nacional (BOVESPA:CSNA3);14,98;-1856,40;0,00;3667,23;46870,00;27888,60;15417,40;6182,80;21840,40;34363,00;1458,00;8417,17;1,00;0,00;0,08;0,51;0,00;2,59;0,33;0,08;12471,00;0,60;2011,00
BOVESPA:USIM5;Usinas Siderúrgicas de Minas Gerais S.A. (BOVESPA:USIM5);10,15;-371,90;0,00;404,13;33360,00;8762,60;2901,30;1284,10;13539,20;18299,10;987,20;19014,21;1,00;0,00;0,03;0,92;0,00;0,71;0,09;0,01;5861,00;0,26;2011,00
BOVESPA:PATI4;Panatlântica S.A. (BOVESPA:PATI4);7,26;-4,70;0,00;13,31;295,00;55,50;2,60;10,40;153,80;118,10;18,30;158,60;1,00;0,00;0,03;0,36;0,00;0,97;0,01;0,05;53,00;0,19;2011,00
BOVESPA:PMAM3;Paranapanema S.A. (BOVESPA:PMAM3);50,15;-58,90;0,00;-47,71;3776,00;697,60;104,30;40,50;941,50;897,60;18,80;1661,76;1,00;0,00;0,06;0,00;0,00;0,57;0,03;-0,01;593,00;0,19;2011,00
BOVESPA:BRKM5;Braskem S.A. (BOVESPA:BRKM5);12,80;-664,90;-0,90;-488,15;37397,00;15257,10;2986,80;3563,90;9765,70;20799,50;798,70;9979,91;1,00;1,00;0,07;0,00;0,00;0,98;0,08;-0,01;12270,00;0,41;2011,00
BOVESPA:DEXP3;Dexxos Participações S.A. (BOVESPA:DEXP3);2,16;0,00;0,00;-58,73;696,00;273,90;23,50;5,10;190,20;498,80;88,20;209,39;0,00;0,00;0,00;0,00;0,00;0,91;0,03;-0,08;250,00;0,39;2011,00
BOVESPA:FHER3;Fertilizantes Heringer S.A. (BOVESPA:FHER3);11,10;0,00;0,00;63,89;2594,00;1003,60;391,60;354,00;538,00;1290,30;48,50;473,61;0,00;0,00;0,00;0,00;0,00;1,14;0,15;0,03;612,00;0,39;2011,00
BOVESPA:NUTR3;Nutriplant Indústria e Comércio S/A (BOVESPA:NUTR3);370,00;0,00;0,00;-10,03;46,00;13,90;0,10;-2,30;19,30;32,10;0,10;1,99;0,00;0,00;0,00;0,00;0,00;9,71;0,00;-0,22;14,00;0,30;2011,00
BOVESPA:CRPG5;Tronox Pigmentos do Brasil S.A. (BOVESPA:CRPG5);12,80;-4,00;0,00;32,81;500,00;40,90;18,90;88,40;355,80;388,00;29,00;375,59;1,00;0,00;0,01;0,12;0,00;0,95;0,04;0,07;22,00;0,08;2011,00
BOVESPA:UNIP6;Unipar Carbocloro S.A. (BOVESPA:UNIP6);2,07;-1,00;0,00;4,45;890,00;448,00;8,60;63,70;290,50;326,10;116,90;381,29;1,00;0,00;0,00;0,23;0,00;0,76;0,01;0,01;439,00;0,50;2011,00
BOVESPA:DXCO3;Dexco S.A. (BOVESPA:DXCO3);6,70;-159,40;-11,50;374,86;6814,00;1915,50;726,20;853,80;4889,80;6090,70;729,60;3692,81;1,00;1,00;0,03;0,43;0,03;1,32;0,11;0,06;1189,00;0,28;2011,00
BOVESPA:EUCA4;Eucatex S.A. Indústria e Comércio (BOVESPA:EUCA4);6,59;0,00;-2,10;88,18;1714,00;232,60;8,10;208,40;591,40;782,30;92,20;997,22;0,00;1,00;0,00;0,00;0,02;0,59;0,00;0,05;224,00;0,14;2011,00
BOVESPA:KLBN4;Klabin S.A. (BOVESPA:KLBN4);1,60;-137,00;-13,10;182,72;12742,00;5297,30;2341,10;1074,30;6768,80;9276,10;4438,40;4958,30;1,00;1,00;0,02;0,75;0,07;1,37;0,18;0,01;2956,00;0,42;2011,00
BOVESPA:MSPA3;Companhia Melhoramentos de São Paulo (BOVESPA:MSPA3);28,83;0,00;0,00;-4,46;1518,00;27,00;8,40;6,60;188,10;208,60;6,60;828,39;0,00;0,00;0,00;0,00;0,00;0,23;0,01;0,00;19,00;0,02;2011,00
BOVESPA:RANI3;Irani Papel e Embalagem S.A. (BOVESPA:RANI3);0,95;-13,90;-1,70;9,36;1182,00;368,70;74,70;97,80;158,50;455,50;160,50;464,25;1,00;1,00;0,09;1,49;0,18;0,34;0,06;0,01;294,00;0,31;2011,00
BOVESPA:SNSY5;Sansuy S.A. (BOVESPA:SNSY5);7,13;0,00;0,00;-57,60;344,00;29,50;5,10;16,50;55,00;104,10;7,70;-229,73;0,00;0,00;0,00;0,00;0,00;-0,24;0,01;-0,17;24,00;0,09;2011,00
BOVESPA:ETER3;Eternit S.A. (BOVESPA:ETER3);26,70;-81,50;0,00;97,19;692,00;48,40;42,30;151,80;796,30;779,40;29,80;438,11;1,00;0,00;0,10;0,84;0,00;1,82;0,06;0,14;6,00;0,07;2011,00
BOVESPA:HAGA4;HAGA S/A Indústria e Comércio (BOVESPA:HAGA4);4,44;0,00;0,00;6,31;36,00;60,60;0,60;14,70;49,50;104,20;11,90;-101,57;0,00;0,00;0,00;0,00;0,00;-0,49;0,02;0,18;60,00;1,70;2011,00
BOVESPA:PTBL3;PBG S.A. (BOVESPA:PTBL3);1,76;0,00;0,00;24,39;550,00;119,80;10,10;82,30;279,90;393,10;159,00;81,80;0,00;0,00;0,00;0,00;0,00;3,42;0,02;0,04;110,00;0,22;2011,00
BOVESPA:AZEV4;Azevedo & Travassos S.A. (BOVESPA:AZEV4);10,45;0,00;0,00;8,08;137,00;15,30;8,50;11,40;127,70;120,30;5,40;29,68;0,00;0,00;0,00;0,00;0,00;4,30;0,06;0,06;7,00;0,11;2011,00
BOVESPA:SOND5;Sondotécnica Engenharia de Solos S.A. (BOVESPA:SOND5);49,88;-3,50;0,00;9,78;93,00;0,00;6,30;6,80;122,60;98,90;2,50;68,42;1,00;0,00;0,03;0,36;0,00;1,79;0,07;0,11;-6,00;0,00;2011,00
BOVESPA:TCNO4;Tecnosolo Engenharia S.A. (BOVESPA:TCNO4);6,15;0,00;0,00;6,94;185,00;52,80;0,20;23,70;46,40;98,80;6,40;70,49;0,00;0,00;0,00;0,00;0,00;0,66;0,00;0,04;53,00;0,29;2011,00
BOVESPA:EMBR3;Embraer S.A. (BOVESPA:EMBR3);11,76;-303,40;0,00;171,25;16599,00;3977,90;2528,30;689,70;8510,30;9219,30;723,70;5848,43;1,00;0,00;0,04;1,77;0,00;1,46;0,15;0,01;1450,00;0,24;2011,00
BOVESPA:FRAS3;Fras-le S.A. (BOVESPA:FRAS3);2,48;-16,50;0,00;44,25;780,00;321,60;128,50;64,10;309,90;367,70;125,00;350,90;1,00;0,00;0,05;0,37;0,00;0,88;0,16;0,06;193,00;0,41;2011,00
BOVESPA:POMO4;Marcopolo S.A. (BOVESPA:POMO4);3,55;-149,40;-10,90;344,02;3381,00;1482,30;904,30;447,50;3053,70;3718,70;892,80;1171,49;1,00;1,00;0,05;0,43;0,03;2,61;0,27;0,10;578,00;0,44;2011,00
BOVESPA:RAPT4;Randon S.A. Implementos e Participações (BOVESPA:RAPT4);6,82;-32,80;0,00;380,34;4020,00;1511,60;736,20;547,20;1970,00;2709,70;301,30;1861,36;1,00;0,00;0,02;0,09;0,00;1,06;0,18;0,10;775,00;0,38;2011,00
BOVESPA:RCSL4;Recrusul S/A (BOVESPA:RCSL4);315,00;0,00;0,00;-33,25;77,00;8,60;0,00;-16,90;26,60;35,80;0,10;-47,74;0,00;0,00;0,00;0,00;0,00;-0,56;0,00;-0,43;9,00;0,11;2011,00
BOVESPA:RSUL4;Metalúrgica Riosulense S.A. (BOVESPA:RSUL4);8,20;0,00;0,00;-2,92;195,00;91,60;0,40;26,00;47,80;135,50;5,80;22,01;0,00;0,00;0,00;0,00;0,00;2,17;0,00;-0,02;91,00;0,47;2011,00
BOVESPA:TUPY3;Tupy S.A. (BOVESPA:TUPY3);13,95;-64,90;0,00;203,38;3420,00;1821,60;1421,10;337,50;1594,20;1967,20;114,30;1096,63;1,00;0,00;0,04;0,32;0,00;1,45;0,42;0,06;401,00;0,53;2011,00
BOVESPA:MWET4;Wetzel S.A. (BOVESPA:MWET4);18,70;0,00;0,00;-1,29;197,00;59,90;8,40;16,60;53,10;107,30;2,10;0,92;0,00;0,00;0,00;0,00;0,00;57,78;0,04;-0,01;52,00;0,30;2011,00
BOVESPA:SHUL4;Schulz S.A. (BOVESPA:SHUL4);1,79;0,00;0,00;49,06;831,00;386,60;6,30;115,50;638,20;922,80;357,40;282,13;0,00;0,00;0,00;0,00;0,00;2,26;0,01;0,06;380,00;0,47;2011,00
BOVESPA:WEGE3;WEG S.A. (BOVESPA:WEGE3);2,78;-299,60;-10,10;607,02;9106,00;3457,70;59,50;851,40;11651,20;11952,30;4193,90;3906,59;1,00;1,00;0,03;0,49;0,02;2,98;0,01;0,07;3398,00;0,38;2011,00
BOVESPA:EALT4;Electro Aço Altona S.A. (BOVESPA:EALT4);26,00;0,00;0,00;8,70;238,00;37,20;0,30;26,70;585,00;606,00;22,50;55,44;0,00;0,00;0,00;0,00;0,00;10,55;0,00;0,04;37,00;0,16;2011,00
BOVESPA:BDLL4;Bardella S.A. Indústrias Mecânicas (BOVESPA:BDLL4);79,10;-13,50;0,00;38,63;788,00;106,90;15,70;59,10;126,60;274,20;1,60;450,04;1,00;0,00;0,11;0,35;0,00;0,28;0,02;0,05;91,00;0,14;2011,00
BOVESPA:INEP4;Inepar S.A. Indústria e Construções (BOVESPA:INEP4);1,96;0,00;0,00;-1,41;3760,00;1377,40;35,50;54,40;195,70;1548,40;95,70;633,09;0,00;0,00;0,00;0,00;0,00;0,31;0,01;0,00;1342,00;0,37;2011,00
BOVESPA:KEPL3;Kepler Weber S.A. (BOVESPA:KEPL3);3,83;0,00;0,00;28,25;635,00;210,20;167,70;52,40;301,00;342,30;78,50;296,91;0,00;0,00;0,00;0,00;0,00;1,01;0,26;0,04;42,00;0,33;2011,00
BOVESPA:FRIO3;Metalfrio Solutions S.A. (BOVESPA:FRIO3);247,50;-18,50;-45,10;11,13;931,00;533,00;244,40;49,30;227,20;437,40;0,90;257,17;1,00;1,00;0,08;1,67;4,05;0,88;0,26;0,01;289,00;0,57;2011,00
BOVESPA:MILS3;Mills Locação, Serviços e Logística S.A. (BOVESPA:MILS3);17,70;-24,50;-0,50;92,18;1281,00;410,90;35,20;238,20;2224,10;2554,20;125,70;736,14;1,00;1,00;0,01;0,27;0,01;3,02;0,03;0,07;376,00;0,32;2011,00
BOVESPA:ROMI3;Romi S.A. (BOVESPA:ROMI3);5,25;-35,00;-4,60;4,33;1781,00;991,60;162,80;17,70;499,10;1326,90;95,00;679,74;1,00;1,00;0,07;8,08;1,06;0,73;0,09;0,00;829,00;0,56;2011,00
BOVESPA:MTSA4;METISA Metalúrgica Timboense S.A. (BOVESPA:MTSA4);27,00;-14,10;-0,10;17,75;287,00;86,50;95,30;26,80;263,50;237,80;9,80;166,06;1,00;1,00;0,05;0,79;0,01;1,59;0,33;0,06;-9,00;0,30;2011,00
BOVESPA:TASA4;Taurus Armas S.A. (BOVESPA:TASA4);16,06;-15,80;-32,90;37,34;1114,00;497,30;162,20;126,60;191,40;533,60;11,70;325,24;1,00;1,00;0,08;0,42;0,88;0,59;0,15;0,03;335,00;0,45;2011,00
BOVESPA:GOLL4;Gol Linhas Aéreas Inteligentes S.A. (BOVESPA:GOLL4);12,44;-50,90;0,00;-751,54;9891,00;5079,90;1230,30;128,20;3334,80;6593,00;268,10;2205,91;1,00;0,00;0,02;0,00;0,00;1,51;0,12;-0,08;3850,00;0,51;2011,00
BOVESPA:LOGN3;Log-In Logística Intermodal S.A. (BOVESPA:LOGN3);34,30;0,00;0,00;-77,13;1607,00;757,60;13,90;11,40;587,30;1175,70;17,10;555,09;1,00;0,00;0,00;0,00;0,00;1,06;0,01;-0,05;744,00;0,47;2011,00
BOVESPA:JSLG3;JSL S.A. (BOVESPA:JSLG3);9,34;-22,10;-21,60;56,89;3845,00;2367,90;399,10;456,70;1862,30;3360,40;199,40;841,57;1,00;1,00;0,01;0,39;0,38;2,21;0,10;0,02;1969,00;0,62;2011,00
BOVESPA:TGMA3;Tegma Gestão Logística S.A. (BOVESPA:TGMA3);25,65;-66,00;0,00;99,07;953,00;293,50;3,90;201,50;1691,30;1873,00;65,90;398,09;1,00;0,00;0,04;0,67;0,00;4,25;0,00;0,10;290,00;0,31;2011,00
BOVESPA:CCRO3;CCR S.A. (BOVESPA:CCRO3);12,22;-806,80;0,00;910,77;12287,00;6949,10;763,30;2622,10;21575,50;27819,60;1765,60;3214,22;1,00;0,00;0,04;0,89;0,00;6,71;0,06;0,07;6186,00;0,57;2011,00
BOVESPA:ECOR3;EcoRodovias Infraestrutura e Logística S.A. (BOVESPA:ECOR3);13,95;-285,50;-2,00;387,57;4156,00;1676,20;604,60;955,90;7791,60;8814,70;558,50;1885,10;1,00;1,00;0,04;0,74;0,01;4,13;0,15;0,09;1072,00;0,40;2011,00
BOVESPA:TPIS3;Triunfo Participações e Investimentos S.A. (BOVESPA:TPIS3);9,40;-27,40;0,00;10,89;3404,00;1076,40;141,90;278,90;1372,40;2170,60;146,00;1360,54;1,00;0,00;0,02;2,52;0,00;1,01;0,04;0,00;934,00;0,32;2011,00
BOVESPA:ATMP3;ATMA Participações S.A. (BOVESPA:ATMP3);12900,00;-94,80;-23,00;23,29;2647,00;1267,90;540,60;285,10;1359,30;1996,00;0,10;498,14;1,00;1,00;0,07;4,07;0,99;2,73;0,20;0,01;727,00;0,48;2011,00
BOVESPA:DTCY3;DTCOM - Direct to Company S.A. (BOVESPA:DTCY3);8,40;0,00;0,00;-1,39;16,00;1,70;0,10;1,40;47,20;48,80;5,60;4,65;0,00;0,00;0,00;0,00;0,00;10,14;0,01;-0,09;2,00;0,11;2011,00
BOVESPA:VLID3;Valid Soluções S.A. (BOVESPA:VLID3);19,82;-12,00;-23,10;111,82;916,00;213,70;171,80;179,10;1185,90;1229,00;59,80;503,31;1,00;1,00;0,01;0,11;0,21;2,36;0,19;0,12;42,00;0,23;2011,00
BOVESPA:EPAR3;Embpar Participacoes S.A. (BOVESPA:EPAR3);30,75;0,00;0,00;-47,87;360,00;288,50;15,40;79,90;184,10;641,60;6,00;-30,53;0,00;0,00;0,00;0,00;0,00;-6,03;0,04;-0,13;273,00;0,80;2011,00
BOVESPA:WLMM4;WLM Participações e Comércio de Máquinas e Veículos S.A. (BOVESPA:WLMM4);14,00;-1,20;0,00;38,15;562,00;1,20;164,40;42,30;473,30;291,60;36,40;465,09;1,00;0,00;0,00;0,03;0,00;1,02;0,29;0,07;-163,00;0,00;2011,00
BOVESPA:AGRO3;BrasilAgro - Companhia Brasileira de Propriedades Agrícolas (BOVESPA:AGRO3);9,66;0,00;0,00;14,66;748,00;93,30;135,60;20,20;564,40;527,60;58,40;576,92;0,00;0,00;0,00;0,00;0,00;0,98;0,18;0,02;-42,00;0,13;2011,00
BOVESPA:FRTA3;Pomifrutas S/A (BOVESPA:FRTA3);32,40;0,00;0,00;-21,60;182,00;86,60;1,00;0,60;29,70;116,00;0,90;46,81;0,00;0,00;0,00;0,00;0,00;0,63;0,01;-0,12;86,00;0,48;2011,00
BOVESPA:SLCE3;SLC Agrícola S.A. (BOVESPA:SLCE3);7,05;-15,60;-10,00;159,99;3584,00;882,40;130,50;331,50;1511,10;2136,60;214,50;1920,24;1,00;1,00;0,01;0,10;0,06;0,79;0,04;0,05;752,00;0,25;2011,00
BOVESPA:SMTO3;São Martinho S.A. (BOVESPA:SMTO3);5,58;-34,90;0,00;142,29;3942,00;921,50;222,20;653,90;1890,40;2620,20;338,60;1953,49;1,00;0,00;0,02;0,25;0,00;0,97;0,06;0,04;699,00;0,23;2011,00
BOVESPA:BRFS3;BRF S.A. (BOVESPA:BRFS3);36,42;-501,60;-72,00;1365,09;29983,00;8053,50;1366,80;3099,90;31653,00;36195,80;869,10;14109,92;1,00;1,00;0,02;0,37;0,05;2,24;0,05;0,05;6687,00;0,27;2011,00
BOVESPA:BAUH4;Excelsior Alimentos S.A. (BOVESPA:BAUH4);3,08;0,00;0,00;2,15;38,00;11,90;5,00;5,40;16,10;21,60;5,20;4,12;0,00;0,00;0,00;0,00;0,00;3,90;0,13;0,06;7,00;0,31;2011,00
BOVESPA:JBSS3;JBS S.A. (BOVESPA:JBSS3);6,08;0,00;-125,60;-322,89;47411,00;18872,20;2247,90;3063,90;18041,40;32682,40;2967,30;21599,19;0,00;1,00;0,00;0,00;-0,39;0,84;0,05;-0,01;16624,00;0,40;2011,00
BOVESPA:MRFG3;Marfrig Global Foods S.A. (BOVESPA:MRFG3);8,54;-61,90;-6,80;-749,07;23823,00;14443,80;1076,80;1722,10;2961,30;11737,90;346,80;3419,21;1,00;1,00;0,02;0,00;-0,01;0,87;0,05;-0,03;13367,00;0,61;2011,00
BOVESPA:BEEF3;Minerva S.A. (BOVESPA:BEEF3);5,30;-6,60;0,00;41,72;3499,00;2286,40;229,50;327,70;541,90;1923,50;102,20;612,67;1,00;0,00;0,01;0,16;0,00;0,88;0,07;0,01;2057,00;0,65;2011,00
BOVESPA:MNPR3;Minupar Participações S.A. (BOVESPA:MNPR3);33,00;0,00;0,00;-12,55;275,00;72,70;0,60;-1,60;167,40;227,50;5,10;16,71;0,00;0,00;0,00;0,00;0,00;10,02;0,00;-0,05;72,00;0,27;2011,00
BOVESPA:MDIA3;M. Dias Branco S.A. Indústria e Comércio de Alimentos (BOVESPA:MDIA3);15,90;-87,50;-0,50;366,54;3058,00;575,50;95,30;481,30;5411,60;5658,90;340,40;2005,77;1,00;1,00;0,02;0,24;0,00;2,70;0,03;0,12;480,00;0,19;2011,00
BOVESPA:NTCO3;Natura &Co Holding S.A. (BOVESPA:NTCO3);18,13;-700,90;-104,50;830,90;3793,00;1186,70;515,60;1368,90;7797,20;8468,30;430,10;1250,25;1,00;1,00;0,09;0,84;0,13;6,24;0,14;0,22;671,00;0,31;2011,00
BOVESPA:BOBR4;Bombril S.A. (BOVESPA:BOBR4);8,80;0,00;0,00;-19,31;685,00;182,80;22,20;81,90;299,80;428,80;54,10;-37,56;0,00;0,00;0,00;0,00;0,00;-7,98;0,03;-0,03;161,00;0,27;2011,00
BOVESPA:PCAR3;Companhia Brasileira de Distribuição (BOVESPA:PCAR3);47,01;-183,50;0,00;719,66;33769,00;11172,60;4970,00;2902,40;0,00;0,00;0,00;10283,03;1,00;0,00;#DIV/0!;0,25;0,00;0,00;0,15;0,02;6203,00;0,33;2011,00
BOVESPA:CALI3;Construtora Adolpho Lindenberg S.A. (BOVESPA:CALI3);25,20;0,00;0,00;-6,58;14,00;9,30;0,70;-2,90;139,70;150,80;1,90;-8,85;0,00;0,00;0,00;0,00;0,00;-15,78;0,05;-0,46;9,00;0,65;2011,00
BOVESPA:CRDE3;CR2 Empreendimentos Imobiliários S.A. (BOVESPA:CRDE3);117,20;-24,20;0,00;14,80;788,00;238,90;12,50;25,10;283,90;534,50;2,40;441,02;1,00;0,00;0,09;1,64;0,00;0,64;0,02;0,02;226,00;0,30;2011,00
BOVESPA:CYRE3;Cyrela Brazil Realty S.A. Empreendimentos e Participações (BOVESPA:CYRE3);14,84;-142,60;-161,90;592,19;13645,00;4663,70;265,50;923,10;6136,00;10407,70;413,50;4922,77;1,00;1,00;0,02;0,24;0,27;1,25;0,02;0,04;4398,00;0,34;2011,00
BOVESPA:DIRR3;Direcional Engenharia S.A. (BOVESPA:DIRR3);9,50;-40,30;-15,80;181,59;2452,00;473,20;351,10;188,10;1456,10;1597,70;153,30;1232,48;1,00;1,00;0,03;0,22;0,09;1,18;0,14;0,07;122,00;0,19;2011,00
BOVESPA:EVEN3;Even Construtora e Incorporadora S.A. (BOVESPA:EVEN3);6,18;-60,00;0,00;232,78;3898,00;1473,60;63,50;286,20;1441,80;2408,50;233,30;1846,92;1,00;0,00;0,04;0,26;0,00;0,78;0,02;0,06;1410,00;0,38;2011,00
BOVESPA:EZTC3;EZTEC Empreendimentos e Participações S.A. (BOVESPA:EZTC3);11,58;-57,90;0,00;330,74;1774,00;63,80;228,40;290,40;2316,80;2063,10;200,00;1417,36;1,00;0,00;0,02;0,18;0,00;1,63;0,13;0,19;-165,00;0,04;2011,00
BOVESPA:GFSA3;Gafisa S.A. (BOVESPA:GFSA3);499,95;-98,80;0,00;-905,02;9165,00;4347,20;69,50;-580,10;1780,30;4540,50;3,60;2743,58;1,00;0,00;0,06;0,00;0,00;0,65;0,01;-0,10;4278,00;0,47;2011,00
