Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Cidade;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1035;26/03/2014;4;6;7;9;12;13;14;15;18;19;20;21;22;23;25;19.459.795,00;2;MG;426;17119;229142;1313118;892.605,72;1.289,43;12,5;5;2,5;0;1.500.000,00;30.886.531,11
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
1036;28/03/2014;4;5;7;9;10;11;12;14;17;18;19;20;21;22;24;19.871.846,25;5;BA;1038;28915;304527;1416116;302.397,83;640,27;12,5;5;2,5;0;1.500.000,00;31.235.451,67
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1037;31/03/2014;1;5;6;9;10;11;12;15;17;18;20;21;23;24;25;20.049.066,25;5;BA;664;22465;255746;1402241;342.185,59;1.132,61;12,5;5;2,5;0;1.500.000,00;31.630.281,21
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1038;02/04/2014;2;6;7;8;9;10;13;16;17;18;19;20;21;24;25;19.572.836,25;4;MA;581;18105;169263;1120352;539.435,08;1.632,45;12,5;5;2,5;0;1.500.000,00;32.128.221,29
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1039;04/04/2014;1;2;3;8;9;12;13;14;15;18;19;20;21;22;24;20.209.668,75;8;GO;948;24745;285265;1441405;202.302,78;750,41;12,5;5;2,5;0;1.500.000,00;32.501.703,36
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1040;07/04/2014;1;2;4;6;8;9;10;12;13;16;20;21;22;23;25;19.573.275,00;3;BA;596;19358;241718;1324805;584.433,78;1.293,09;12,5;5;2,5;0;1.500.000,00;32.906.311,37
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1041;09/04/2014;1;3;5;7;10;12;13;15;17;19;20;21;23;24;25;19.300.711,25;23;BA;2584;53020;387511;1527477;41.088,66;160,75;12,5;5;2,5;0;1.500.000,00;33.124.397,35
1042;11/04/2014;1;3;6;7;8;9;10;11;14;15;16;19;21;22;24;20.197.378,75;2;BA;403;15449;212827;1273755;1.012.165,05;1.545,58;12,5;5;2,5;0;1.500.000,00;33.591.550,45
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1043;14/04/2014;1;2;6;7;8;9;10;11;12;14;17;18;19;24;25;19.157.536,25;1;MG;721;18286;219452;1311274;1.742.177,90;1.062,12;12,5;5;2,5;0;1.500.000,00;33.993.591,50
1044;16/04/2014;2;4;5;6;7;8;10;11;12;15;17;20;23;24;25;18.448.298,75;5;BA;604;20620;238845;1238195;325.172,09;1.183,21;12,5;5;2,5;0;1.500.000,00;34.368.790,08
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1045;19/04/2014;2;3;5;6;9;11;15;16;17;20;21;22;23;24;25;13.005.620,00;4;PR;316;11848;144759;827375;316.751,59;1.762,42;12,5;5;2,5;0;1.500.000,00;34.661.176,16
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1046;23/04/2014;3;4;5;7;8;11;12;13;14;18;20;21;22;23;25;18.554.671,25;2;GO;468;20115;249230;1360628;743.572,13;1.396,77;12,5;5;2,5;0;1.500.000,00;35.004.363,30
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
1047;25/04/2014;4;7;8;9;10;11;12;15;16;17;20;21;22;24;25;19.013.818,75;5;RJ;403;14546;196837;1186685;385.566,70;1.471,91;12,5;5;2,5;0;1.500.000,00;35.449.247,96
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1048;28/04/2014;1;2;3;5;6;7;9;10;15;16;17;18;20;21;25;18.605.535,00;3;BA;635;14726;224736;1270009;562.261,51;1.167,62;12,5;5;2,5;0;1.500.000,00;35.838.505,92
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1049;30/04/2014;2;4;5;9;12;14;16;17;18;19;20;21;22;23;25;18.159.712,50;2;MS;350;15789;214885;1203819;844.574,18;1.484,96;12,5;5;2,5;0;1.000.000,00;36.228.309,39
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1050;02/05/2014;1;4;6;7;10;12;13;15;16;17;19;21;22;24;25;15.504.387,50;3;RJ;620;17903;195974;1028317;462.651,25;984,01;12,5;5;2,5;0;1.500.000,00;36.548.606,42
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1051;05/05/2014;2;3;4;7;8;10;11;13;14;16;18;20;21;23;25;19.147.621,25;47;BA;2182;37540;324142;1427812;26.807,51;253,81;12,5;5;2,5;0;1.500.000,00;36.839.364,85
1052;07/05/2014;1;3;4;5;6;8;10;11;16;17;18;20;21;23;24;19.203.903,75;1;DF;489;21480;297512;1309097;1.558.188,66;1.400,65;12,5;5;2,5;0;1.500.000,00;37.198.946,86
1053;09/05/2014;1;2;3;4;6;11;12;13;14;15;17;18;22;23;24;19.831.141,25;2;MG;439;17084;250527;1348455;885.469,81;1.773,20;12,5;5;2,5;0;1.500.000,00;37.607.625,24
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
1054;12/05/2014;2;3;4;5;6;9;12;13;15;16;17;18;20;24;25;20.458.717,50;0;;426;15144;200998;1138535;0;1.366,15;15;6;3;1.891.434,18;4.500.000,00;38.044.110,06
1055;14/05/2014;1;2;3;7;8;9;10;12;13;14;18;22;23;24;25;28.939.281,00;7;BA;1816;39337;391609;1865541;543.366,74;462,82;15;6;3;0;1.500.000,00;38.485.371,54
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1056;16/05/2014;2;4;5;6;8;9;10;11;14;15;18;19;21;22;23;21.631.438,50;1;SP;575;18368;223819;1187407;1.975.299,62;1.510,02;15;6;3;0;1.500.000,00;38.941.209,92
1057;19/05/2014;1;4;6;7;8;9;11;13;14;16;19;20;21;23;25;20.948.403,00;2;PR;601;19341;222547;1190831;915.327,26;1.338,90;15;6;3;0;1.500.000,00;39.363.668,66
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
1058;21/05/2014;4;5;6;7;9;12;13;16;17;18;20;21;22;24;25;20.054.383,50;0;;435;17006;220051;1128874;0;1.777,35;15;6;3;1.758.915,72;3.500.000,00;39.769.572,29
1059;23/05/2014;1;2;3;5;7;8;11;14;15;16;19;20;21;22;24;26.639.814,00;6;DF;817;24070;275381;1447031;700.543,51;1.315,10;15;6;3;0;1.700.000,00;40.333.651,99
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1060;26/05/2014;1;2;4;5;7;8;13;14;15;16;17;20;21;22;23;20.609.161,50;8;AM;521;16731;191860;1092739;249.774,14;1.685,84;15;6;3;0;1.700.000,00;40.794.773,50
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PI;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RN;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1061;28/05/2014;2;3;5;7;8;9;12;14;15;16;19;21;22;23;24;19.540.947,00;0;;725;21260;240108;1151101;0;934,87;15;6;3;1.541.952,01;4.000.000,00;41.150.608,58
1062;30/05/2014;3;4;5;7;8;9;11;13;15;16;17;19;20;23;25;27.302.385,00;6;MG;1044;36488;381558;1700077;566.496,33;781,87;15;6;3;0;1.700.000,00;41.579.153,03
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1063;02/06/2014;2;5;6;7;10;12;13;14;15;16;20;21;22;24;25;21.492.015,00;2;PA;499;17705;223742;1209942;960.674,90;1.692,48;15;6;3;0;1.700.000,00;42.022.541,46
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1064;04/06/2014;2;3;7;8;9;10;11;14;15;16;18;19;21;24;25;20.693.161,50;3;MG;424;16408;200299;1140989;642.774,01;1.399,36;15;6;3;0;1.700.000,00;42.467.538,86
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1065;06/06/2014;2;3;4;5;6;12;14;15;17;19;20;21;22;24;25;20.836.659,00;6;BA;788;17103;220304;1179498;307.523,49;1.029,25;15;6;3;0;1.700.000,00;42.893.340,61
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1066;09/06/2014;2;4;5;6;10;11;14;16;17;18;19;21;22;23;24;20.287.932,00;1;RS;315;13142;188528;1059026;2.013.464,58;1.966,75;15;6;3;0;1.700.000,00;43.357.986,29
1067;11/06/2014;1;2;3;4;5;7;10;11;13;14;15;17;21;22;25;20.225.562,00;3;GO;398;15792;226013;1238826;545.041,79;1.264,11;15;6;3;0;1.700.000,00;43.735.322,92
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
1068;13/06/2014;2;6;7;10;11;13;14;15;16;17;18;20;21;22;24;18.350.269,50;1;SP;395;14346;194839;1046445;1.617.102,55;1.259,67;15;6;3;0;1.700.000,00;44.108.500,44
1069;16/06/2014;1;3;4;8;10;11;12;13;15;16;17;22;23;24;25;19.903.134,00;4;BA;462;15977;204302;1150636;437.233,75;1.663,98;15;6;3;0;1.700.000,00;44.512.100,82
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1070;18/06/2014;4;9;10;11;12;13;16;18;19;20;21;22;23;24;25;17.213.679,00;1;SP;446;13763;182171;946984;1.563.785,03;1.541,20;15;6;3;0;1.500.000,00;44.872.974,29
1071;20/06/2014;2;3;4;5;6;10;11;12;13;14;16;17;21;22;24;16.399.084,50;2;ES;372;13805;176088;946178;709.026,20;1.675,59;15;6;3;0;1.700.000,00;45.200.217,16
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1072;23/06/2014;1;2;3;4;5;7;9;13;14;15;17;20;22;23;25;15.971.133,00;5;MG;440;17225;223743;1059395;204.871,68;1.023,33;15;6;3;0;1.700.000,00;45.436.607,57
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1073;25/06/2014;1;3;4;5;6;7;13;16;17;19;20;21;22;23;24;17.357.824,50;0;;281;10753;165239;942582;0;1.823,63;15;6;3;1.665.431,86;4.000.000,00;45.820.938,01
1074;27/06/2014;1;4;7;8;9;10;11;13;17;20;21;22;23;24;25;25.815.805,50;2;ES;1067;22038;295885;1604599;1.843.775,56;833,03;15;6;3;0;1.700.000,00;46.287.580,92
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
1075;30/06/2014;1;2;6;9;10;12;15;16;17;18;21;22;23;24;25;19.038.640,50;1;SC;463;11267;162575;978847;1.956.340,53;1.300,11;15;6;3;0;1.700.000,00;46.739.044,13
1076;02/07/2014;4;9;10;11;12;13;14;15;16;17;18;20;21;22;25;19.569.499,50;3;ES;420;14168;200497;1029069;623.595,11;1.370,54;15;6;3;0;1.700.000,00;47.170.763,82
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1077;04/07/2014;1;2;5;6;7;8;10;12;13;14;15;19;20;21;24;17.876.455,50;3;BA;549;15166;178761;1020398;532.018,11;1.277,89;15;6;3;0;1.700.000,00;47.539.084,06
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
1078;07/07/2014;2;4;5;6;7;9;10;11;13;17;18;21;23;24;25;20.086.306,50;2;MG;583;21071;243726;1269257;740.655,16;1.116,85;15;6;3;0;1.700.000,00;47.880.924,91
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
1079;09/07/2014;5;6;7;8;11;13;14;15;16;17;19;20;21;22;24;15.428.905,50;4;BA;342;12621;162490;890341;336.289,73;1.728,88;15;6;3;0;1.700.000,00;48.191.346,20
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1080;11/07/2014;2;3;5;6;10;11;12;14;15;16;17;21;22;23;25;21.307.719,00;2;MS;376;15540;216713;1183330;977.364,19;1.599,62;15;6;3;0;1.700.000,00;48.642.437,37
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
1081;14/07/2014;1;5;6;7;10;12;13;14;15;16;18;19;21;22;23;19.646.718,00;2;SE;398;15915;184400;1055715;940.950,46;1.454,89;15;6;3;0;1.700.000,00;49.076.722,21
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1082;16/07/2014;3;7;9;10;11;13;15;16;17;18;19;21;22;23;24;19.684.993,50;2;MG;558;21671;260355;1300852;654.156,58;1.030,61;15;6;3;0;1.700.000,00;49.378.640,64
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
1083;18/07/2014;1;2;3;4;6;11;13;16;17;18;20;21;22;23;24;20.069.079,00;1;PR;344;13615;217109;1133008;1.787.391,37;1.598,74;15;6;3;0;1.700.000,00;49.791.115,57
1084;21/07/2014;1;2;3;4;5;6;7;9;10;13;17;18;21;24;25;20.287.764,00;4;DF;611;25029;214235;1163531;429.868,18;1.237,00;15;6;3;0;1.700.000,00;50.187.916,98
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1085;23/07/2014;3;6;7;8;9;10;14;16;18;19;21;22;23;24;25;19.793.802,00;4;CE;384;17836;170952;1024860;494.269,81;1.584,20;15;6;3;0;1.700.000,00;50.644.166,05
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
1086;25/07/2014;2;4;5;7;10;12;13;15;17;18;19;21;22;23;24;19.929.883,50;6;GO;859;26010;267172;1349851;207.042,29;635,67;15;6;3;0;1.700.000,00;50.930.839,99
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1087;28/07/2014;2;3;4;6;9;12;13;16;17;18;19;20;21;23;24;19.741.809,00;3;GO;466;17654;221277;1146365;554.888,77;1.570,21;15;6;3;0;1.700.000,00;51.314.993,76
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1088;30/07/2014;1;2;3;5;6;7;9;10;12;13;18;19;20;22;23;19.563.946,50;3;SP;539;18869;229484;1160548;526.328,49;1.287,68;15;6;3;0;1.700.000,00;51.679.375,02
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
1089;01/08/2014;2;3;4;6;8;12;13;14;15;16;19;21;22;23;24;21.297.874,50;6;GO;706;21119;260662;1316282;268.869,96;1.004,40;15;6;3;0;1.700.000,00;52.051.656,50
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1090;04/08/2014;3;5;8;9;10;11;13;14;15;17;18;20;21;22;24;21.354.589,50;6;BA;710;22999;259637;1319016;268.469,06;997,25;15;6;3;0;1.700.000,00;52.423.382,90
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1091;06/08/2014;2;4;5;6;7;9;10;12;13;14;16;20;23;24;25;21.241.977,00;1;MG;515;19097;242520;1260300;1.741.767,42;1.486,62;15;6;3;0;1.700.000,00;52.825.329,23
1092;08/08/2014;4;5;8;9;11;12;13;14;15;18;19;20;22;24;25;21.746.128,50;0;;515;17302;220281;1260018;0;1.635,41;15;6;3;1.916.090,73;4.500.000,00;53.267.504,02
1093;11/08/2014;1;2;4;5;6;9;10;11;13;18;21;22;23;24;25;27.622.029,00;6;CE;791;33037;314914;1666212;681.475,69;1.207,40;15;6;3;0;1.700.000,00;53.768.910,97
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1094;13/08/2014;1;2;3;4;5;6;8;9;10;12;14;16;19;22;25;20.741.410,50;1;SP;495;16620;209370;1146233;1.904.616,90;1.691,30;15;6;3;0;1.700.000,00;54.208.437,95
1095;15/08/2014;2;3;5;6;7;9;15;16;17;18;21;22;23;24;25;20.091.466,50;5;BA;429;17340;214567;1219979;330.935,28;1.695,40;15;6;3;0;1.700.000,00;54.590.286,35
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1096;18/08/2014;1;2;4;7;8;10;12;13;14;15;20;21;22;23;25;20.841.178,50;1;MG;387;16631;224796;1244102;1.748.819,90;1.390,44;15;6;3;0;1.700.000,00;54.993.860,18
1097;20/08/2014;4;5;6;9;10;12;14;15;16;18;19;20;23;24;25;20.083.951,50;2;PR;558;18004;228483;1143605;857.449,65;1.350,89;15;6;3;0;1.700.000,00;55.389.606,17
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1098;22/08/2014;3;4;5;7;8;10;11;12;14;15;16;18;23;24;25;20.542.107,00;6;GO;501;17499;221545;1172307;298.311,84;1.570,37;15;6;3;0;1.700.000,00;55.802.653,34
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1099;25/08/2014;2;3;6;7;8;11;12;13;14;16;21;22;23;24;25;20.045.955,00;0;;445;13926;204099;1108572;0;1.278,83;15;6;3;1.849.509,79;4.500.000,00;56.229.463,30
1100;27/08/2014;5;6;7;9;10;11;12;14;15;16;18;19;20;23;24;24.700.791,00;6;BA;606;32047;252092;1357968;672.700,14;1.586,11;15;6;3;0;1.700.000,00;56.734.084,31
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
1101;29/08/2014;1;2;3;6;9;10;11;13;15;17;18;19;23;24;25;18.740.449,50;4;BA;705;20531;233817;1204560;332.700,25;829,74;15;6;3;0;80.000.000,00;57.041.192,25
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1102;07/09/2014;2;3;5;6;8;12;14;15;18;19;20;21;22;23;24;212.446.288,50;43;AM;5889;208949;2486760;12497682;1.821.021,77;1.289,49;15;6;3;0;1.500.000,00;0
1103;08/09/2014;2;4;5;7;9;10;11;12;14;16;18;20;21;22;25;16.156.351,50;21;GO;1252;23708;210230;959977;56.657,37;417,72;15;6;3;0;1.700.000,00;274.570,36
1104;10/09/2014;2;5;6;8;9;11;13;14;15;16;18;19;21;22;23;24.000.202,50;6;DF;1109;29131;284124;1444711;310.070,39;737,39;15;6;3;0;1.700.000,00;703.898,61
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1105;12/09/2014;1;2;4;6;7;9;11;13;15;17;18;20;23;24;25;24.269.269,50;15;BA;1386;31837;316512;1481403;117.156,05;557,32;15;6;3;0;1.800.000,00;1.109.438,78
;;;;;;;;;;;;;;;;;;;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1106;15/09/2014;2;3;4;9;10;11;12;13;14;15;16;19;21;23;24;22.735.105,50;4;AM;488;18020;243860;1357085;478.100,64;1.722,57;15;6;3;0;1.700.000,00;1.550.762,46
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1107;17/09/2014;1;2;4;8;9;10;11;12;14;16;18;19;20;21;24;22.502.746,50;7;BA;721;22091;247818;1293942;273.352,05;1.166,55;15;6;3;0;1.700.000,00;1.992.331,16
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1108;19/09/2014;1;2;4;5;7;8;9;12;13;14;17;21;22;24;25;22.689.585,00;4;AL;1120;22953;259520;1398354;442.633,42;694,87;15;6;3;0;1.700.000,00;2.400.915,86
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1109;22/09/2014;1;4;5;6;7;8;9;10;11;17;18;19;20;21;25;22.124.673,00;2;RJ;380;12936;172203;1098560;1.186.674,68;1.921,74;15;6;3;0;1.700.000,00;2.948.611,88
