Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Cidade;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
605;31/01/2011;2;3;4;5;7;10;11;13;14;16;17;18;21;23;25;16.825.062,50;2;AL;672;22418;238557;1242808;692.423,30;1.261,70;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
606;03/02/2011;2;3;6;7;8;10;12;14;15;16;18;22;23;24;25;17.796.427,50;2;CE;534;21419;252623;1205679;805.752,09;1.293,35;12,5;5;2,5;0;1.300.000,00;0
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
607;07/02/2011;3;5;7;9;12;15;16;17;18;19;20;21;22;24;25;17.785.061,25;3;PI;523;19073;242004;1275101;521.465,47;1.281,94;12,5;5;2,5;0;1.300.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
608;10/02/2011;1;2;3;5;7;8;10;13;14;16;17;18;19;23;25;17.846.505,00;3;RJ;577;22142;288028;1426372;420.262,01;1.337,79;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
609;14/02/2011;1;2;4;7;9;10;11;12;14;15;16;19;20;23;25;18.265.415,00;2;BA;776;24054;258435;1294077;786.997,78;1.241,84;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
610;17/02/2011;1;2;4;6;7;8;10;12;13;14;15;16;21;22;25;17.676.073,75;2;SP;333;16464;193384;1130653;926.468,20;2.384,73;12,5;5;2,5;0;1.100.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
611;21/02/2011;2;3;4;5;6;8;9;13;14;16;18;19;20;21;23;18.059.522,50;2;RS;513;19827;228178;1252332;840.371,73;1.404,13;12,5;5;2,5;0;1.300.000,00;0
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
612;24/02/2011;1;2;3;6;7;9;10;13;15;16;17;18;19;23;25;17.388.851,25;3;MT;529;20136;283214;1383199;413.013,65;1.434,01;12,5;5;2,5;0;1.200.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
613;28/02/2011;2;5;6;7;10;11;12;13;14;16;17;20;22;23;25;18.022.913,75;1;SP;550;18083;220899;1226595;1.732.890,56;1.350,30;12,5;5;2,5;0;1.400.000,00;0
614;03/03/2011;1;5;6;7;9;11;12;13;16;17;18;19;20;22;23;18.406.226,25;1;BA;425;16100;234811;1334543;1.661.393,86;1.675,36;12,5;5;2,5;0;1.000.000,00;0
615;05/03/2011;1;2;4;7;8;11;12;17;19;20;21;22;23;24;25;9.204.536,25;0;;242;9713;116484;624296;0;1.550,86;12,5;5;2,5;875.720,65;2.600.000,00;0
616;10/03/2011;1;2;6;9;10;12;15;16;17;18;19;21;22;24;25;18.926.433,75;2;PE;343;15129;207683;1239087;1.419.332,30;2.452,66;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
617;14/03/2011;1;2;3;4;5;7;10;14;15;16;19;21;22;24;25;18.511.731,25;0;;327;13164;185941;1177952;0;2.639,17;12,5;5;2,5;2.013.689,11;4.000.000,00;0
618;17/03/2011;1;2;4;5;6;7;9;12;13;17;19;20;21;22;24;23.159.470,00;6;PA;1435;34894;357814;1689262;641.554,45;783,17;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RN;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
619;21/03/2011;1;3;4;7;8;9;13;14;17;18;19;20;21;23;25;18.888.180,00;6;GO;1203;34886;333691;1516821;197.456,25;602,95;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
620;24/03/2011;1;5;6;7;10;11;12;14;15;16;18;19;20;21;22;17.993.913,75;3;BA;450;16122;213960;1171772;607.601,77;1.736,00;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
621;28/03/2011;1;2;3;5;6;8;9;10;12;15;16;20;22;24;25;18.107.711,25;3;PR;700;25271;269094;1261576;515.408,29;1.352,38;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
622;31/03/2011;2;3;4;5;6;7;9;10;11;12;13;15;17;18;21;17.831.217,50;5;BA;2177;18926;275820;1304035;291.391,81;409,74;12,5;5;2,5;0;1.300.000,00;0
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
623;04/04/2011;1;2;3;4;5;8;9;10;11;12;15;20;22;23;25;19.257.096,25;2;PR;475;18049;250782;1419371;844.970,17;1.524,76;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
624;07/04/2011;1;2;4;5;6;7;9;11;12;16;17;18;20;21;24;19.187.226,25;6;GO;491;18521;251634;1273538;308.089,47;1.613,50;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
625;11/04/2011;1;2;3;6;8;10;11;13;14;15;16;17;22;23;24;19.122.860,00;3;MG;546;18552;228447;1243048;642.873,99;1.513,83;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
626;14/04/2011;1;2;3;4;5;7;8;9;11;13;17;19;21;23;24;18.190.837,50;5;DF;1355;44982;395051;1581102;148.682,17;335,9;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
627;18/04/2011;1;2;3;4;6;10;12;14;15;17;21;22;23;24;25;18.791.143,75;4;GO;320;14807;216494;1245786;476.485,44;2.552,60;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
628;20/04/2011;2;3;4;7;8;9;10;11;13;15;18;19;22;23;25;11.499.612,50;4;BA;673;19084;200567;980620;167.714,18;610,29;12,5;5;2,5;0;1.400.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
629;25/04/2011;1;2;4;5;6;7;9;12;14;15;17;19;21;22;25;16.064.847,50;8;AM;1332;31880;290092;1271027;125.261,15;460,6;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
630;28/04/2011;1;2;4;6;7;12;13;14;17;18;20;22;23;24;25;18.093.281,25;2;GO;638;21857;246268;1306143;782.676,15;1.502,16;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
631;02/05/2011;2;3;5;7;8;9;10;13;14;16;17;18;19;20;21;19.423.947,50;3;GO;450;17567;246877;1322228;619.149,60;1.769,00;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
632;05/05/2011;1;4;6;8;10;11;13;14;16;17;20;21;22;24;25;19.175.585,00;4;BA;762;21365;229826;1156578;506.328,00;1.139,09;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
633;09/05/2011;2;3;6;7;8;9;10;12;18;20;21;22;23;24;25;19.343.490,00;2;MT;388;15770;204945;1230298;1.033.224,45;2.282,53;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
634;12/05/2011;2;3;4;5;9;10;11;12;14;15;18;19;20;21;22;19.057.636,25;3;RS;661;22824;226188;1264483;622.554,76;1.210,93;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
635;16/05/2011;1;4;5;6;7;8;9;11;12;13;18;19;20;22;24;19.323.945,00;2;RS;593;19681;253091;1313774;909.031,24;1.313,95;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
636;19/05/2011;1;2;3;4;6;10;12;13;14;16;19;20;21;23;25;18.490.957,50;3;SP;576;18740;229516;1271739;584.469,17;1.304,62;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
637;23/05/2011;2;4;6;7;9;13;16;17;18;19;20;21;22;23;25;18.934.031,25;2;BA;464;17743;224856;1262268;939.050,68;1.734,70;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
638;26/05/2011;1;2;3;4;9;11;13;14;16;18;19;21;23;24;25;18.027.241,25;2;MG;526;21710;236658;1330081;773.114,35;1.259,83;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
639;30/05/2011;1;2;4;5;6;8;9;10;12;16;19;20;21;22;24;18.575.582,50;5;PR;492;19883;262917;1264562;338.323,82;1.473,54;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
640;02/06/2011;1;3;4;5;9;11;13;14;16;18;19;20;21;22;23;18.748.852,50;2;BA;466;19194;261859;1323769;831.638,01;1.529,69;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
641;06/06/2011;2;3;6;7;8;9;11;13;16;18;19;20;21;22;24;19.364.543,75;1;SP;495;20270;239817;1348492;1.813.203,50;1.569,87;12,5;5;2,5;0;1.300.000,00;0
642;09/06/2011;1;2;4;5;8;10;11;12;13;18;19;20;21;22;25;19.033.097,50;4;BA;842;24625;278466;1446550;375.056,78;1.090,86;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
643;13/06/2011;1;2;4;7;8;9;10;13;16;17;19;21;22;23;24;19.199.963,75;3;BA;447;19976;255454;1434460;545.294,64;1.568,44;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
644;16/06/2011;2;3;5;6;7;8;9;12;13;14;15;18;21;22;24;18.873.666,25;2;MG;568;20049;248830;1430441;793.104,27;1.196,84;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
645;20/06/2011;4;5;8;9;10;11;13;16;18;19;20;21;22;23;25;19.082.591,25;4;GO;818;23865;294008;1438491;371.838,00;1.113,23;12,5;5;2,5;0;1.300.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
646;24/06/2011;1;3;5;6;9;10;14;15;17;18;19;20;21;23;25;14.887.541,25;0;;503;17721;220793;1104937;0;1.470,50;12,5;5;2,5;1.208.118,21;3.500.000,00;0
647;27/06/2011;4;6;7;8;9;11;13;14;17;18;19;20;22;23;25;19.174.908,75;3;RS;523;19995;253649;1373952;972.342,03;1.400,36;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
648;30/06/2011;2;4;6;8;9;10;11;13;15;16;18;19;20;21;22;18.443.550,00;11;AM;1810;40540;359672;1392519;103.892,67;386,56;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
649;04/07/2011;1;2;4;5;6;8;9;10;11;14;15;17;21;22;24;20.055.535,00;2;MG;448;17292;224449;1323044;1.024.655,84;1.960,44;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
650;07/07/2011;1;3;7;8;10;13;14;16;17;19;20;21;23;24;25;19.784.355,00;7;DF;690;24105;283145;1409638;242.743,91;1.507,72;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
651;11/07/2011;1;4;5;6;8;10;13;14;15;17;18;19;20;24;25;18.956.600,00;6;ES;415;16114;220498;1262606;317.201,67;1.965,45;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
652;14/07/2011;2;5;7;9;10;11;13;14;16;17;18;19;20;21;23;19.378.307,50;8;BA;825;34507;304760;1526942;168.907,38;1.002,78;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PI;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
653;18/07/2011;1;2;3;7;8;12;13;14;16;17;19;20;21;22;23;19.678.717,50;5;MT;777;22874;280435;1377295;346.044,31;1.363,34;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
654;21/07/2011;1;2;3;7;12;13;14;16;17;18;19;20;22;23;25;19.180.050,00;2;BA;814;47662;264054;1422803;727.610,86;1.094,53;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
655;25/07/2011;2;5;7;8;10;11;13;14;15;19;20;21;23;24;25;19.679.015,00;1;SP;667;25036;285756;1478659;1.579.836,12;1.450,14;12,5;5;2,5;0;1.600.000,00;0
656;28/07/2011;2;3;5;7;8;9;11;13;14;15;18;20;22;23;25;19.064.847,50;11;AM;1450;34748;327871;1554860;108.304,55;503,03;12,5;5;2,5;0;1.700.000,00;0
;;;;;;;;;;;;;;;;;;;AM;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
657;01/08/2011;2;3;4;5;6;8;10;12;13;15;17;19;23;24;25;20.391.485,00;9;BA;1799;34632;329281;1545390;165.150,47;505,84;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
658;04/08/2011;1;4;5;6;7;9;10;11;14;15;17;21;23;24;25;20.202.058,75;0;;494;20320;268288;1405228;0;1.608,70;12,5;5;2,5;1.854.288,48;4.000.000,00;0
659;08/08/2011;1;3;4;5;6;8;9;10;11;12;15;19;20;23;24;25.567.515,00;6;BA;663;24827;316959;1777295;710.540,18;1.557,18;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
660;11/08/2011;3;4;5;6;7;8;9;12;14;15;16;17;19;24;25;20.750.801,25;0;;611;21890;253608;1343439;0;1.455,24;12,5;5;2,5;2.074.690,10;4.600.000,00;0
661;15/08/2011;1;3;6;7;10;11;12;15;17;18;19;20;22;23;24;25.171.296,25;0;;576;20131;269743;1619717;0;1.979,88;12,5;5;2,5;4.735.656,05;7.000.000,00;0
662;18/08/2011;1;2;3;6;7;8;9;11;13;14;15;16;19;20;22;33.445.582,50;8;DF;741;27285;378957;2273297;1.008.663,25;1.928,08;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PI;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
663;22/08/2011;2;4;5;6;7;9;11;13;16;17;19;21;22;23;24;21.499.566,25;8;CE;1314;34032;354983;1576910;203.431,69;758,29;12,5;5;2,5;0;1.700.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
664;25/08/2011;1;3;4;7;10;13;14;15;16;17;18;20;21;23;24;20.682.888,75;3;AM;709;23073;266563;1372907;661.652,63;1.199,85;12,5;5;2,5;0;2.000.000,00;0
;;;;;;;;;;;;;;;;;;;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
665;29/08/2011;2;3;6;7;12;13;14;15;17;18;20;21;22;24;25;20.585.658,75;4;MA;495;18564;244730;1346151;519.467,64;1.799,03;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;RN;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
666;01/09/2011;1;2;4;6;7;11;12;14;15;16;18;20;21;24;25;20.593.937,50;3;ES;564;18649;233643;1254042;739.710,75;1.686,27;12,5;5;2,5;0;1.700.000,00;0
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
667;05/09/2011;3;4;5;6;8;10;13;15;17;18;19;20;21;24;25;20.717.900,00;0;;543;28877;289600;1464384;0;1.411,57;12,5;5;2,5;1.788.460,10;4.000.000,00;0
668;08/09/2011;1;2;7;9;10;11;12;13;15;16;17;20;23;24;25;23.795.260,00;0;;1182;24993;315339;1719747;0;1.087,81;12,5;5;2,5;3.888.596,90;6.300.000,00;0
669;13/09/2011;2;4;5;6;12;13;15;16;17;18;19;22;23;24;25;32.036.362,50;3;MG;1441;31327;422759;2267424;2.264.469,72;1.234,18;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
670;15/09/2011;1;7;8;10;12;13;14;15;17;18;20;21;22;23;25;21.563.226,25;1;RJ;545;23349;283376;1587363;1.869.250,25;1.469,92;12,5;5;2,5;0;1.800.000,00;0
671;19/09/2011;4;5;7;8;9;10;11;12;13;14;18;19;20;22;24;21.943.457,50;5;DF;627;28972;299696;1626828;365.698,86;1.249,83;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
672;22/09/2011;1;2;4;6;9;10;11;12;15;17;19;21;23;24;25;21.000.068,75;18;ES;1852;40833;376528;1590546;78.253,87;465,65;12,5;5;2,5;0;1.700.000,00;0
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
673;26/09/2011;2;4;5;7;8;9;10;11;12;13;14;15;17;19;20;21.624.552,50;6;MG;935;28361;384735;1602321;264.187,73;1.037,95;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
674;29/09/2011;2;3;8;10;11;14;15;16;18;19;20;22;23;24;25;20.870.623,75;3;BA;466;18545;249044;1424551;677.614,26;1.869,57;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
675;03/10/2011;2;3;4;5;7;10;11;13;14;15;16;17;22;23;24;21.438.686,25;0;;447;19841;264790;1484860;0;1.951,08;12,5;5;2,5;2.034.976,12;4.500.000,00;0
676;06/10/2011;2;4;5;6;8;10;12;13;15;16;19;20;21;24;25;26.809.987,50;27;BA;1898;44001;437502;1926601;152.453,75;671,36;12,5;5;2,5;0;2.000.000,00;0
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RN;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
